region,region_ja,timezone,city,country,city_ja,country_ja
Atlantic,大西洋,Atlantic/Faroe,Tórshavn,Faroe Islands,トースハウン,フェロー諸島
Atlantic,大西洋,Atlantic/Madeira,Funchal,Maderia,フンシャル,マデイラ自治地域
Atlantic,大西洋,Atlantic/Reykjavik,Reykjavik,Iceland,レイキャビク,アイスランド
Atlantic,大西洋,Atlantic/South_Georgia,King Edward Point,South Georgia and the South Sandwich Islands,キング・エドワード・ポイント,サウスジョージア・サウスサンドウィッチ諸島
Atlantic,大西洋,Atlantic/St_Helena,Jamestown,"Saint Helena, Ascension and Tristan da Cunha",ジェームズタウン,セントヘレナ・アセンションおよびトリスタンダクーニャ
Atlantic,大西洋,Atlantic/Stanley,Stanley,Falkland Islands,スタンリー,フォークランド諸島
Australia,オーストラリア,Australia/Adelaide,Adelaide,Australia,アデレード,オーストラリア
Australia,オーストラリア,Australia/Brisbane,Brisbane,Australia,ブリスベン,オーストラリア
Australia,オーストラリア,Australia/Broken_Hill,Broken Hill,Australia,ブロークンヒル,オーストラリア
Australia,オーストラリア,Australia/Currie,Currie,Australia,カリー,オーストラリア
Australia,オーストラリア,Australia/Darwin,Darwin,Australia,ダーウィン,オーストラリア
Australia,オーストラリア,Australia/Eucla,Eucla,Australia,ユークラ,オーストラリア
Australia,オーストラリア,Australia/Hobart,Hobart,Australia,ホウバート,オーストラリア
Australia,オーストラリア,Australia/Lindeman,Lindeman Island,Australia,リンデマン島,オーストラリア
Australia,オーストラリア,Australia/Lord_Howe,Lord Howe Island,Australia,ロードハウ島,オーストラリア
Australia,オーストラリア,Australia/Melbourne,Melbourne,Australia,メルボルン,オーストラリア
Australia,オーストラリア,Australia/Perth,Perth,Australia,パース,オーストラリア
Australia,オーストラリア,Australia/Sydney,Sydney,Australia,シドニー,オーストラリア
Europe,ヨーロッパ,Europe/Amsterdam,Amsterdam,Netherlands,アムステルダム,オランダ
Europe,ヨーロッパ,Europe/Andorra,Andorra la Vella,Andorra,アンドラ・ラ・ベリャ,アンドラ
Europe,ヨーロッパ,Europe/Astrakhan,Astrakhan,Russia,アストラハン,ロシア
Europe,ヨーロッパ,Europe/Athens,Athens,Greece,アテネ,ギリシャ
Europe,ヨーロッパ,Europe/Belgrade,Belgrade,Serbia,ベオグラード,セルビア
Europe,ヨーロッパ,Europe/Berlin,Berlin,Germany,ベルリン,ドイツ
Europe,ヨーロッパ,Europe/Berlin,Frankfurt,Germany,フランクフルト,ドイツ
Europe,ヨーロッパ,Europe/Bratislava,Bratislava,Slovakia,ブラチスラヴァ,スロバキア
Europe,ヨーロッパ,Europe/Brussels,Brussels,Belgium,ブリュッセル,ベルギー
Europe,ヨーロッパ,Europe/Bucharest,Bucharest,Romania,ブカレスト,ルーマニア
Europe,ヨーロッパ,Europe/Budapest,Budapest,Hungary,ブダペスト,ハンガリー
Europe,ヨーロッパ,Europe/Busingen,Büsingen,Germany,ビュージンゲン ,ドイツ
Europe,ヨーロッパ,Europe/Chisinau,Chisinau,Moldova,チシナウ,モルドバ
Europe,ヨーロッパ,Europe/Copenhagen,Copenhagen,Denmark,コペンハーゲン,デンマーク
Europe,ヨーロッパ,Europe/Dublin,Dublin,Ireland,ダブリン,アイルランド
Europe,ヨーロッパ,Europe/Gibraltar,Gibraltar,Gibraltar,ジブラルタル,ジブラルタル
Europe,ヨーロッパ,Europe/Guernsey,St. Peter Port,Bailiwick of Guernsey,セント・ピーター・ポート,ガーンジー代官管轄区
Europe,ヨーロッパ,Europe/Helsinki,Helsinki,Finland,ヘルシンキ,フィンランド
Europe,ヨーロッパ,Europe/Isle_of_Man,Douglas,Isle of Man,ダグラス,マン島
Europe,ヨーロッパ,Europe/Istanbul,Istanbul,Turkey,イスタンブール,トルコ
Europe,ヨーロッパ,Europe/Jersey,St. Helier,Bailiwick of Jersey,セント・ヘリア,ジャージー代官管轄区
Europe,ヨーロッパ,Europe/Kaliningrad,Kaliningrad,Russia,カリーニングラード,ロシア
Europe,ヨーロッパ,Europe/Kiev,Kiev,Ukraine,キエフ,ウクライナ
Europe,ヨーロッパ,Europe/Kirov,Kirov,Russia,キーロフ,ロシア
Europe,ヨーロッパ,Europe/Lisbon,Lisbon,Portugal,リスボン,ポルトガル
Europe,ヨーロッパ,Europe/Ljubljana,Ljubljana,Slovenia,リュブリャナ,スロベニア
Europe,ヨーロッパ,Europe/London,London,U.K.,ロンドン,英国
Europe,ヨーロッパ,Europe/Luxembourg,Luxembourg,Luxembourg,ルクセンブルグ,ルクセンブルグ
Europe,ヨーロッパ,Europe/Madrid,Madrid,Spain,マドリード,スペイン
Europe,ヨーロッパ,Europe/Madrid,Barcelona,Spain,バルセロナ,スペイン
Europe,ヨーロッパ,Europe/Malta,Valletta,Malta,バレッタ,マルタ
Europe,ヨーロッパ,Europe/Mariehamn,Mariehamn,Åland Islands,マリエハム,オーランド諸島
Europe,ヨーロッパ,Europe/Minsk,Minsk,Belarus,ミンスク,ベラルーシ
Europe,ヨーロッパ,Europe/Monaco,Monaco,Monaco,モナコ,モナコ
Europe,ヨーロッパ,Europe/Moscow,Moscow,Russia,モスクワ,ロシア
Europe,ヨーロッパ,Europe/Oslo,Oslo,Norway,オスロ,ノルウェー
Europe,ヨーロッパ,Europe/Paris,Paris,France,パリ,フランス
Europe,ヨーロッパ,Europe/Podgorica,Podgorica,Montenegro,ポドゴリツァ,モンテネグロ
Europe,ヨーロッパ,Europe/Prague,Prague,Czech Republic,プラハ,チェコ共和国
Europe,ヨーロッパ,Europe/Riga,Riga,Latvia,リガ,ラトビア
Europe,ヨーロッパ,Europe/Rome,Rome,Italy,ローマ,イタリア
Europe,ヨーロッパ,Europe/Rome,Napoli,Italy,ナポリ,イタリア
Europe,ヨーロッパ,Europe/Samara,Samara,Russia,サマラ,ロシア
Europe,ヨーロッパ,Europe/San_Marino,San Marino,San Marino,サンマリノ,サンマリノ
Europe,ヨーロッパ,Europe/Sarajevo,Sarajevo,Bosnia and Herzegovina,サラエヴォ,ボスニア・ヘルツェゴビナ
Europe,ヨーロッパ,Europe/Saratov,Saratov,Russia,サラトフ,ロシア
Europe,ヨーロッパ,Europe/Simferopol,Simferopol,Russia,シンフェロポリ,ロシア
Europe,ヨーロッパ,Europe/Skopje,Skopje,Macedonia,スコピエ,マケドニア
Europe,ヨーロッパ,Europe/Sofia,Sofia,Bulgaria,ソフィア,ブルガリア
Europe,ヨーロッパ,Europe/Stockholm,Stockholm,Swen,ストックホルム,スウェーデン
Europe,ヨーロッパ,Europe/Tallinn,Tallinn,Estonia,タリン,エストニア
Europe,ヨーロッパ,Europe/Tirane,Tirana,Albania,ティラナ,アルバニア
Europe,ヨーロッパ,Europe/Ulyanovsk,Ulyanovsk,Russia,ウリヤノフスク,ロシア
Europe,ヨーロッパ,Europe/Uzhgorod,Uzhhorod,Ukraine,ウージュホロド,ウクライナ
Europe,ヨーロッパ,Europe/Vaduz,Vaduz,Liechtenstein,ファドゥーツ,リヒテンシュタイン
Europe,ヨーロッパ,Europe/Vatican,Vatican City,Vatican City State,バチカン,バチカン市国
Europe,ヨーロッパ,Europe/Vienna,Vienna,Austria,ウィーン,オーストリア
Europe,ヨーロッパ,Europe/Vilnius,Vilnius,Lithuania,ビリニュス,リトアニア
Europe,ヨーロッパ,Europe/Volgograd,Volgograd,Russia,ボルゴグラード,ロシア
Europe,ヨーロッパ,Europe/Warsaw,Warsaw,Poland,ワルシャワ,ポーランド
Europe,ヨーロッパ,Europe/Zagreb,Zagreb,Croatia,ザグレブ,クロアチア
Europe,ヨーロッパ,Europe/Zaporozhye,Zaporizhia,Ukraine,ザポリージャ ,ウクライナ
Europe,ヨーロッパ,Europe/Zurich,Zurich,Switzerland,チューリッヒ,スイス
Indian,インド洋,Indian/Antananarivo,Antananarivo,Madagascar,アンタナナリボ,マダガスカル
Indian,インド洋,Indian/Chagos,Chagos Archipelago,British Indian Ocean Territory,チャゴス諸島,イギリス領インド洋地域
Indian,インド洋,Indian/Christmas,Christmas Island,Australia,クリスマス島,オーストラリア
Indian,インド洋,Indian/Cocos,Cocos (Keeling) Islands,Australia,ココス（キーリング）諸島,オーストラリア
Indian,インド洋,Indian/Comoro,Moroni,Comoros,モロニ,コモロ
Indian,インド洋,Indian/Kerguelen,Port-aux-Français,French Southern & Antarctic Lands,ポルトーフランセ,フランス領極南諸島
Indian,インド洋,Indian/Mahe,Victoria,Seychelles,ビクトリア,セーシェル
Indian,インド洋,Indian/Maldives,Malé,Maldives,マレ,モルディブ
Indian,インド洋,Indian/Mauritius,Port Louis,Mauritius,ポートルイス,モーリシャス
Indian,インド洋,Indian/Mayotte,Mamoudzou,Mayotte,マムズ,マヨット
Indian,インド洋,Indian/Reunion,Saint-Denis,Réunion,サンドニ,レユニオン
Pacific,太平洋,Pacific/Apia,Apia,Samoa,アピア,サモア
Pacific,太平洋,Pacific/Auckland,Auckland,New Zealand,オークランド,ニュージーランド
Pacific,太平洋,Pacific/Bougainville,Autonomous Region of Bougainville ,Papua New Guinea,ブーゲンビル自治州,パプアニューギニア
Pacific,太平洋,Pacific/Chatham,Chatham Island,New Zealand,チャタム島,ニュージーランド
Pacific,太平洋,Pacific/Chuuk,Chuuk,Micronesia,チューク,ミクロネシア
Pacific,太平洋,Pacific/Easter,Easter Island,Chile,イースター島,チリ
Pacific,太平洋,Pacific/Efate,Efate,Vanuatu,エファテ,バヌアツ
Pacific,太平洋,Pacific/Enderbury,Enderbury Island,Kiribati,エンダーベリー島,キリバス
Pacific,太平洋,Pacific/Fakaofo,Fakaofo,Tokelau,ファカオフォ島,トケラウ
Pacific,太平洋,Pacific/Fiji,Suva,Fiji,スバ,フィジー
Pacific,太平洋,Pacific/Funafuti,Funafuti,Tuvalu,フナフティ島,ツバル
Pacific,太平洋,Pacific/Galapagos,Puerto Baquerizo Moreno,Ecuador,プエルト・バケリソ・モレノ ,エクアドル
Pacific,太平洋,Pacific/Gambier,Rikitea,French Polynesia,リキテア,フランス領ポリネシア
Pacific,太平洋,Pacific/Guadalcanal,Honiara,Solomon Islands,ホニアラ,ソロモン諸島
Pacific,太平洋,Pacific/Guam,Guam,Guam,グアム,グアム
Pacific,太平洋,Pacific/Honolulu,Honolulu,U.S.A.,ホノルル,米国
Pacific,太平洋,Pacific/Johnston,Johnston,United States Minor Outlying Islands,ジョンストン島 ,合衆国領有小離島
Pacific,太平洋,Pacific/Kiritimati,Kiritimati,Kiribati,クリスマス,キリバス
Pacific,太平洋,Pacific/Kosrae,Kosrae,Micronesia,コスラエ,ミクロネシア
Pacific,太平洋,Pacific/Kwajalein,Kwajalein Atoll,Marshall Islands,クワジェリン環礁,マーシャル諸島
Pacific,太平洋,Pacific/Majuro,Majuro,Marshall Islands,マジュロ,マーシャル諸島
Pacific,太平洋,Pacific/Marquesas,Tai o Hae,French Polynesia,タイオハエ,フランス領ポリネシア
Pacific,太平洋,Pacific/Midway,Midway,United States Minor Outlying Islands,ミッドウェー島,合衆国領有小離島
Pacific,太平洋,Pacific/Nauru,Nauru,Micronesia,ナウル,ミクロネシア
Pacific,太平洋,Pacific/Niue,Alofi,Niue,アロフィ,ニウエ
Pacific,太平洋,Pacific/Norfolk,Kingston,Norfolk Island,キングストン,ノーフォーク島
Pacific,太平洋,Pacific/Noumea,Noumea,New Calonia,ヌーメア,ニューカレドニア
Pacific,太平洋,Pacific/Pago_Pago,Pago Pago,American Samoa,パゴパゴ,米領サモア
Pacific,太平洋,Pacific/Palau,Melekeok,Palau,マルキョク ,パラオ
Pacific,太平洋,Pacific/Pitcairn,Adamstown,Pitcairn Islands,アダムスタウン,ピトケアン諸島
Pacific,太平洋,Pacific/Pohnpei,Pohnpei,Micronesia,ポンペイ島,ミクロネシア
Pacific,太平洋,Pacific/Ponape,Ponape,Micronesia,ポナペ島,ミクロネシア
Pacific,太平洋,Pacific/Port_Moresby,Port Moresby,Papua New Guinea,ポートモレスビー,パプアニューギニア
Pacific,太平洋,Pacific/Rarotonga,Rarotonga,Cook Islands,ラロトンガ,クック諸島
Pacific,太平洋,Pacific/Saipan,Saipan,Northern Mariana Islands,サイパン,北マリアナ諸島
Pacific,太平洋,Pacific/Tahiti,Tahiti,French Polynesia,タヒチ,フランス領ポリネシア
Pacific,太平洋,Pacific/Tarawa,Tarawa,Kiribati,タラワ,キリバス
Pacific,太平洋,Pacific/Tongatapu,Nuku'alofa,Tonga,ヌクアロファ,トンガ
Pacific,太平洋,Pacific/Truk,Truk,Micronesia,チューク,ミクロネシア
Pacific,太平洋,Pacific/Wake,Wake,United States Minor Outlying Islands,ウェーク島,合衆国領有小離島
Pacific,太平洋,Pacific/Wallis,Mata-Utu,Wallis and Futuna,マタウトゥ,ウォリス・フトゥナ
